Airline,Source,Destination,Additional_Info,Price,Date,Month,Year,Stop,Arrival_Hour,Arrival_Minute,Departure_Hour,Departure_Minute,Route_1,Route_2,Route_3,Route_4,Route_5,Price Predicted
3,4,3,8,9087.064120565385,1,5,2019,0,13,30,12,0,1,19,24,12,4,3127.5820515873
4,3,0,5,9087.064120565385,15,5,2019,1,4,40,6,30,2,7,3,12,4,8998.834499819626
3,4,3,8,9087.064120565385,6,5,2019,0,21,40,20,5,1,19,24,12,4,2424.884301587302
8,3,0,7,9087.064120565385,1,6,2019,0,11,25,9,0,2,5,24,12,4,3918.0159484126984
3,3,0,8,9087.064120565385,12,5,2019,1,20,30,15,15,2,20,3,12,4,5025.892307539683
3,2,1,8,9087.064120565385,3,3,2019,1,21,0,10,45,3,7,6,12,4,13610.269968253966
4,2,1,5,9087.064120565385,9,3,2019,1,4,25,20,50,3,7,6,12,4,13475.727666666671
4,3,0,5,9087.064120565385,12,5,2019,1,4,40,8,25,2,7,3,12,4,8311.560055375181
1,3,0,8,9087.064120565385,24,3,2019,2,1,20,7,0,2,14,7,3,4,13688.656593253974
3,3,0,8,9087.064120565385,21,5,2019,0,22,55,20,20,2,5,24,12,4,4809.41875
4,0,5,8,9087.064120565385,6,3,2019,1,19,10,8,55,0,7,8,12,4,17158.10851190476
3,2,1,8,9087.064120565385,9,5,2019,1,21,0,10,35,3,7,6,12,4,7015.677689522098
1,2,1,8,9087.064120565385,18,5,2019,0,21,10,18,5,3,10,24,12,4,6781.427970238094
6,2,1,8,9087.064120565385,3,3,2019,1,18,50,4,45,3,7,6,12,4,14505.027202380954
3,2,1,8,9087.064120565385,9,6,2019,1,22,30,8,35,3,20,6,12,4,6468.016662172118
3,0,5,8,9087.064120565385,3,3,2019,1,15,25,11,20,0,40,8,12,4,11279.960551587299
3,3,0,8,9087.064120565385,9,4,2019,1,10,20,6,15,2,33,3,12,4,4339.8911686507945
4,2,1,8,9087.064120565385,21,3,2019,1,4,25,16,0,3,7,6,12,4,12571.067557359307
6,2,1,8,9087.064120565385,9,6,2019,1,22,30,13,5,3,20,6,12,4,9564.103720238094
8,1,4,8,9087.064120565385,24,6,2019,0,12,0,9,45,4,8,24,12,4,3645.173015873016
10,0,5,8,9087.064120565385,1,3,2019,1,12,35,6,40,0,0,8,12,4,20180.476878066376
6,2,1,8,9087.064120565385,27,6,2019,1,21,0,13,0,3,7,6,12,4,10429.271928169052
1,0,5,8,9087.064120565385,24,3,2019,0,19,45,17,0,0,13,24,12,4,6297.2581329365075
10,3,0,8,9087.064120565385,6,6,2019,1,10,45,20,20,2,14,3,12,4,8761.060667328045
4,2,1,8,9087.064120565385,27,3,2019,1,19,45,18,15,3,7,6,12,4,12111.932789682542
3,2,1,8,9087.064120565385,9,6,2019,1,11,30,4,55,3,7,6,12,4,5786.106892857143
3,3,0,8,9087.064120565385,3,4,2019,1,23,15,19,35,2,2,3,12,4,4279.027363095239
0,3,0,8,9087.064120565385,24,6,2019,0,12,55,10,20,2,5,24,12,4,4884.101021825399
1,3,0,8,9087.064120565385,9,5,2019,2,21,50,12,0,2,2,4,3,4,10203.90528553391
3,0,2,8,9087.064120565385,15,4,2019,0,4,15,1,30,0,13,24,12,4,4297.188810606062
6,2,1,8,9087.064120565385,15,6,2019,1,19,15,8,0,3,7,6,12,4,15026.541739739425
8,3,0,8,9087.064120565385,15,5,2019,1,18,50,11,35,2,31,3,12,4,8641.786636574076
8,3,0,8,9087.064120565385,1,4,2019,1,18,50,11,35,2,31,3,12,4,8772.996205808078
4,3,0,5,9087.064120565385,21,5,2019,1,16,20,8,25,2,7,3,12,4,10751.542952380949
3,3,0,8,9087.064120565385,21,6,2019,0,12,20,9,35,2,5,24,12,4,4799.730833333333
4,0,5,8,9087.064120565385,6,3,2019,1,0,45,8,0,0,7,8,12,4,23565.603304292934
3,2,1,8,9087.064120565385,27,4,2019,1,12,30,7,15,3,33,6,12,4,5790.437625360749
4,2,1,8,9087.064120565385,21,3,2019,2,4,25,19,10,3,0,4,5,4,10862.954761904763
2,0,2,8,9087.064120565385,6,5,2019,0,10,40,7,45,0,13,24,12,4,3993.067196511823
1,2,1,8,9087.064120565385,15,6,2019,1,6,50,5,15,3,41,6,12,4,7361.361781746034
3,1,4,8,9087.064120565385,1,3,2019,0,21,55,19,35,4,8,24,12,4,8618.58892261905
0,2,1,8,9087.064120565385,12,6,2019,1,13,25,7,55,3,6,6,12,4,6528.282594696971
2,0,2,8,9087.064120565385,21,5,2019,0,23,40,20,55,0,13,24,12,4,4008.313846500722
1,0,5,8,9087.064120565385,3,3,2019,2,18,40,5,50,0,9,10,6,4,10973.802929251306
1,0,2,8,9087.064120565385,24,5,2019,0,16,10,13,20,0,13,24,12,4,6113.630388347764
1,2,1,8,9087.064120565385,1,6,2019,0,21,10,18,5,3,10,24,12,4,6515.401415223664
1,2,1,8,9087.064120565385,21,3,2019,3,7,40,5,15,3,39,23,4,1,9526.412440476188
4,3,0,5,9087.064120565385,12,6,2019,1,8,15,18,55,2,7,3,12,4,8464.615855158732
4,3,0,8,9087.064120565385,12,6,2019,1,10,55,17,0,2,14,3,12,4,13135.216336834734
3,0,5,8,9087.064120565385,21,3,2019,0,11,30,8,30,0,13,24,12,4,6238.6053908730155
4,0,5,8,9087.064120565385,18,3,2019,1,23,0,22,50,0,7,8,12,4,16206.854965007216
3,3,0,8,9087.064120565385,3,6,2019,0,0,5,21,25,2,5,24,12,4,4827.2475
1,2,1,8,9087.064120565385,21,3,2019,2,7,40,13,20,3,42,4,5,4,11209.396021825396
1,3,0,8,9087.064120565385,15,5,2019,1,16,15,10,0,2,14,3,12,4,10892.570675324674
6,2,1,8,9087.064120565385,24,6,2019,1,21,0,8,45,3,7,6,12,4,7472.006814754688
3,3,0,8,9087.064120565385,12,6,2019,1,23,15,19,35,2,2,3,12,4,4888.927279761905
4,2,1,5,9087.064120565385,27,6,2019,2,19,0,13,25,3,0,4,5,4,11223.48961904762
3,0,2,8,9087.064120565385,15,6,2019,0,21,50,18,55,0,13,24,12,4,4835.422785714288
3,2,1,8,9087.064120565385,21,5,2019,1,1,30,11,25,3,7,6,12,4,6737.7173875707595
1,3,0,8,9087.064120565385,1,5,2019,1,13,15,9,10,2,2,3,12,4,8945.688398268396
3,2,1,8,9087.064120565385,3,6,2019,1,12,10,6,50,3,20,6,12,4,5921.302543650793
4,0,5,5,9087.064120565385,21,3,2019,1,18,25,5,45,0,7,8,12,4,7843.502456516914
6,2,1,8,9087.064120565385,3,6,2019,1,1,30,18,0,3,7,6,12,4,7933.003755952381
3,3,0,8,9087.064120565385,1,6,2019,0,18,5,15,30,2,5,24,12,4,4980.232337301587
4,2,1,8,9087.064120565385,3,3,2019,1,4,25,9,0,3,7,6,12,4,17165.041997474746
3,3,0,8,9087.064120565385,3,3,2019,0,17,55,15,20,2,5,24,12,4,6443.224910166939
8,3,0,7,9087.064120565385,21,5,2019,0,11,25,9,0,2,5,24,12,4,4023.2803908730166
6,2,1,8,9087.064120565385,9,5,2019,1,12,35,6,0,3,7,6,12,4,10191.89790369353
6,2,1,8,9087.064120565385,9,6,2019,1,12,35,3,50,3,7,6,12,4,11742.471017857142
1,2,1,8,9087.064120565385,27,3,2019,1,9,25,12,30,3,33,6,12,4,5952.826575396826
10,3,0,8,9087.064120565385,6,5,2019,1,23,25,20,20,2,14,3,12,4,8552.34106132756
1,2,1,8,9087.064120565385,1,6,2019,2,7,40,10,55,3,16,4,5,4,13073.203537578962
1,0,2,8,9087.064120565385,18,5,2019,0,8,55,6,10,0,13,24,12,4,6463.256517857143
1,3,0,8,9087.064120565385,21,5,2019,2,18,20,9,25,2,7,12,3,4,10357.378535173157
3,3,0,8,9087.064120565385,12,6,2019,1,20,30,15,15,2,20,3,12,4,5125.625154761905
3,2,1,8,9087.064120565385,9,5,2019,1,21,0,9,15,3,7,6,12,4,7209.030044473093
4,3,0,5,9087.064120565385,9,5,2019,1,8,15,16,30,2,7,3,12,4,8628.358924242426
6,2,1,8,9087.064120565385,27,3,2019,1,1,35,10,0,3,7,6,12,4,7732.286538059161
1,2,1,8,9087.064120565385,1,6,2019,1,19,15,3,50,3,7,6,12,4,9205.286118867245
4,3,0,5,9087.064120565385,24,5,2019,1,16,20,16,30,2,7,3,12,4,10819.753160714283
1,3,0,8,9087.064120565385,12,6,2019,1,11,5,19,0,2,20,3,12,4,6379.378728715728
10,2,1,8,9087.064120565385,21,5,2019,0,17,50,14,40,3,10,24,12,4,6337.172086760463
4,0,5,8,9087.064120565385,1,3,2019,1,8,15,18,40,0,7,8,12,4,28819.77471428572
4,2,1,8,9087.064120565385,9,6,2019,1,19,0,10,0,3,7,6,12,4,14734.132261904764
8,0,2,8,9087.064120565385,15,4,2019,0,0,5,21,10,0,13,24,12,4,4314.290904761905
4,2,1,5,9087.064120565385,3,6,2019,1,4,25,9,0,3,7,6,12,4,10590.442551587303
3,4,3,8,9087.064120565385,1,3,2019,0,21,35,20,5,1,19,24,12,4,8875.83642622655
3,2,1,8,9087.064120565385,6,3,2019,2,21,20,7,35,3,20,22,5,4,7402.361168650794
0,3,0,8,9087.064120565385,15,3,2019,0,22,5,19,35,2,5,24,12,4,4455.244421783624
1,2,1,8,9087.064120565385,15,6,2019,2,19,15,14,25,3,9,4,5,4,13561.090458508595
1,4,3,8,9087.064120565385,6,3,2019,1,18,5,9,15,1,6,13,12,4,11533.93999404762
4,3,0,5,9087.064120565385,18,5,2019,1,19,50,14,5,2,7,3,12,4,10842.81875
4,2,1,8,9087.064120565385,9,3,2019,2,4,25,16,50,3,12,4,5,4,18786.21264141414
4,0,5,5,9087.064120565385,15,3,2019,1,15,15,8,55,0,7,8,12,4,9031.479420634922
3,2,1,8,9087.064120565385,27,3,2019,1,13,20,6,40,3,7,6,12,4,8473.140371031746
6,2,1,8,9087.064120565385,18,5,2019,1,19,0,9,15,3,7,6,12,4,9831.367257936507
6,2,1,8,9087.064120565385,9,5,2019,1,19,15,12,50,3,7,6,12,4,8369.24669171706
1,3,0,8,9087.064120565385,18,5,2019,2,5,25,9,25,2,7,0,3,4,14345.395180555559
1,2,1,8,9087.064120565385,27,5,2019,3,7,40,5,15,3,39,23,4,1,10954.28556349206
3,0,2,8,9087.064120565385,21,4,2019,0,11,20,8,30,0,13,24,12,4,5066.112401260507
4,2,1,5,9087.064120565385,3,6,2019,1,19,0,9,0,3,7,6,12,4,10334.831416666666
3,2,1,8,9087.064120565385,9,6,2019,1,12,30,7,15,3,33,6,12,4,6458.296214285714
4,2,1,5,9087.064120565385,24,6,2019,1,12,35,7,5,3,7,6,12,4,10507.334226190476
10,0,2,8,9087.064120565385,18,5,2019,0,14,20,11,30,0,13,24,12,4,4697.264545454545
10,3,0,8,9087.064120565385,12,5,2019,1,23,25,17,0,2,14,3,12,4,8684.963873015873
8,1,4,7,9087.064120565385,24,6,2019,0,20,5,17,45,4,8,24,12,4,3562.9579285714285
3,1,4,8,9087.064120565385,12,3,2019,0,17,5,14,40,4,8,24,12,4,6266.529490079369
1,2,1,8,9087.064120565385,1,6,2019,2,19,15,12,55,3,29,4,5,4,12772.353654141049
4,2,1,5,9087.064120565385,18,5,2019,1,19,0,22,50,3,7,6,12,4,12333.47956349206
6,2,1,8,9087.064120565385,9,5,2019,1,16,10,9,45,3,20,6,12,4,9765.956764230978
6,2,1,8,9087.064120565385,21,3,2019,1,19,15,12,50,3,7,6,12,4,9577.258415584416
8,3,0,7,9087.064120565385,12,6,2019,0,19,40,17,10,2,5,24,12,4,3849.3630357142856
3,1,4,8,9087.064120565385,9,5,2019,0,17,5,14,45,4,8,24,12,4,3705.7510952380953
4,3,0,5,9087.064120565385,6,5,2019,1,22,35,14,5,2,7,3,12,4,10675.591386904765
4,2,1,8,9087.064120565385,9,5,2019,2,19,0,5,30,3,28,4,5,4,15016.008032467531
4,3,0,8,9087.064120565385,9,6,2019,1,22,35,14,5,2,7,3,12,4,14565.585500000001
4,3,0,8,9087.064120565385,15,5,2019,1,9,20,18,55,2,7,3,12,4,14244.154345238092
3,2,1,8,9087.064120565385,15,6,2019,1,1,30,9,15,3,7,6,12,4,6604.412089703427
8,2,1,8,9087.064120565385,12,6,2019,1,22,5,15,45,3,33,6,12,4,6214.683438311692
1,2,1,8,9087.064120565385,24,6,2019,0,8,0,5,10,3,10,24,12,4,5259.625575396825
4,0,5,8,9087.064120565385,1,3,2019,1,0,45,7,0,0,7,8,12,4,26892.193875
1,3,0,8,9087.064120565385,12,5,2019,2,1,20,9,25,2,7,7,3,4,11817.086134129759
0,3,0,8,9087.064120565385,6,6,2019,0,1,20,22,50,2,5,24,12,4,4263.852172619047
1,3,0,8,9087.064120565385,9,6,2019,2,21,50,12,0,2,2,4,3,4,10092.636581168832
3,2,1,8,9087.064120565385,6,6,2019,1,21,0,10,35,3,7,6,12,4,6318.140039433747
4,0,2,8,9087.064120565385,27,6,2019,0,22,50,19,50,0,13,24,12,4,8179.290633116883
4,2,1,8,9087.064120565385,12,6,2019,2,4,25,14,35,3,34,4,5,4,13373.983480463403
3,2,1,8,9087.064120565385,9,3,2019,0,17,35,14,30,3,10,24,12,4,6424.782109126983
6,2,1,8,9087.064120565385,12,6,2019,1,21,0,7,30,3,7,6,12,4,8479.888988997116
4,3,0,8,9087.064120565385,1,4,2019,1,12,0,6,30,2,7,3,12,4,12926.26117261905
3,2,1,8,9087.064120565385,27,3,2019,1,1,35,9,10,3,7,6,12,4,7800.632769300145
3,2,1,8,9087.064120565385,6,6,2019,1,10,5,5,10,3,6,6,12,4,6715.201409980373
3,0,2,8,9087.064120565385,12,6,2019,0,4,15,1,30,0,13,24,12,4,3692.8225952380953
3,0,5,8,9087.064120565385,9,3,2019,0,21,45,18,55,0,13,24,12,4,7321.582654761902
6,2,1,8,9087.064120565385,6,3,2019,1,13,20,6,0,3,7,6,12,4,15593.961281746027
4,0,2,5,9087.064120565385,12,4,2019,0,11,20,8,20,0,13,24,12,4,5272.558607142855
1,0,2,8,9087.064120565385,6,6,2019,0,19,45,17,0,0,13,24,12,4,6554.514452922076
3,1,4,8,9087.064120565385,21,3,2019,0,0,25,22,5,4,8,24,12,4,5121.298765873015
1,2,1,8,9087.064120565385,27,5,2019,2,7,40,12,0,3,28,4,5,4,9613.66853715729
3,2,1,8,9087.064120565385,9,3,2019,2,21,20,4,55,3,20,22,5,4,7459.792500000005
2,0,2,8,9087.064120565385,27,6,2019,0,23,40,20,55,0,13,24,12,4,3694.414740079367
4,2,1,5,9087.064120565385,12,6,2019,2,4,25,5,30,3,28,4,5,4,10443.296142857143
1,4,3,8,9087.064120565385,21,5,2019,0,7,40,6,20,1,19,24,12,4,3098.4107321428573
6,2,1,8,9087.064120565385,21,5,2019,1,19,15,7,30,3,7,6,12,4,8104.360227865326
4,0,5,5,9087.064120565385,21,3,2019,1,23,0,14,5,0,7,8,12,4,7648.470120020077
1,2,1,8,9087.064120565385,9,6,2019,2,19,15,5,55,3,4,4,5,4,11732.079178571426
10,0,2,8,9087.064120565385,3,6,2019,0,23,50,21,0,0,13,24,12,4,5136.689375
4,3,0,8,9087.064120565385,24,5,2019,1,19,10,9,35,2,14,3,12,4,13296.914510599654
0,0,2,8,9087.064120565385,1,5,2019,0,13,55,11,10,0,13,24,12,4,4347.061748015873
6,2,1,8,9087.064120565385,9,3,2019,1,22,20,9,45,3,20,6,12,4,9383.300394841268
8,0,2,8,9087.064120565385,12,6,2019,0,0,5,21,10,0,13,24,12,4,4028.1301428571423
4,3,0,8,9087.064120565385,24,5,2019,1,12,0,14,5,2,7,3,12,4,14378.405271103898
10,0,2,8,9087.064120565385,21,6,2019,0,9,40,7,0,0,13,24,12,4,4727.067916666667
6,2,1,8,9087.064120565385,21,3,2019,1,19,15,11,30,3,7,6,12,4,11677.984086371964
6,2,1,8,9087.064120565385,18,5,2019,1,1,30,15,15,3,7,6,12,4,8598.90002795815
4,3,0,5,9087.064120565385,15,5,2019,1,18,15,21,10,2,7,3,12,4,10799.323511904762
2,2,1,8,9087.064120565385,24,5,2019,1,13,35,7,25,3,0,6,12,4,6063.39062079587
4,2,1,5,9087.064120565385,21,3,2019,2,18,50,16,10,3,33,4,5,4,8696.136427849928
3,2,1,8,9087.064120565385,3,3,2019,1,1,35,17,10,3,7,6,12,4,15250.341375000002
1,2,1,8,9087.064120565385,6,3,2019,2,19,15,5,55,3,34,4,5,4,13160.063813375351
0,3,0,8,9087.064120565385,6,5,2019,1,10,30,6,50,2,2,3,12,4,6171.157305375179
4,2,1,5,9087.064120565385,27,6,2019,2,19,0,11,40,3,29,4,5,4,15487.584083333335
4,3,0,8,9087.064120565385,21,5,2019,1,18,0,9,35,2,14,3,12,4,13928.349173570714
4,2,1,8,9087.064120565385,18,5,2019,1,19,0,21,50,3,7,6,12,4,15554.88625
4,0,2,8,9087.064120565385,24,4,2019,0,8,45,6,0,0,13,24,12,4,7217.33
2,0,2,8,9087.064120565385,15,4,2019,0,14,30,11,40,0,13,24,12,4,4580.608214285715
4,2,1,8,9087.064120565385,27,6,2019,2,4,25,23,5,3,0,4,5,4,14559.608146645021
4,2,1,5,9087.064120565385,12,6,2019,2,4,25,5,30,3,28,4,5,4,10443.296142857143
3,1,4,8,9087.064120565385,12,3,2019,0,7,35,5,15,4,8,24,12,4,5814.315014249638
4,3,0,8,9087.064120565385,18,5,2019,1,10,55,20,25,2,14,3,12,4,13766.485406926407
1,4,3,8,9087.064120565385,15,3,2019,0,15,25,13,55,1,19,24,12,4,2993.649930555556
3,2,1,8,9087.064120565385,27,5,2019,1,10,5,5,10,3,6,6,12,4,6580.258009920635
3,0,2,8,9087.064120565385,1,6,2019,0,21,20,18,25,0,13,24,12,4,4826.23223015873
4,2,1,5,9087.064120565385,21,3,2019,1,4,25,19,15,3,7,6,12,4,6699.470928321675
4,2,1,8,9087.064120565385,18,5,2019,1,12,35,7,5,3,7,6,12,4,15739.359569347314
10,3,0,8,9087.064120565385,9,5,2019,1,23,25,20,20,2,14,3,12,4,8386.818881132753
4,3,0,5,9087.064120565385,6,5,2019,1,19,50,6,30,2,7,3,12,4,10177.65382936508
6,2,1,8,9087.064120565385,27,6,2019,1,19,0,10,35,3,7,6,12,4,10974.988356421354
4,3,0,8,9087.064120565385,24,3,2019,1,19,40,21,10,2,7,3,12,4,13767.168216931219
4,0,5,8,9087.064120565385,6,3,2019,1,11,25,22,50,0,7,8,12,4,17433.51049206349
8,1,4,8,9087.064120565385,12,6,2019,0,20,5,17,45,4,8,24,12,4,3793.415062229438
6,2,1,8,9087.064120565385,1,5,2019,1,19,15,12,50,3,7,6,12,4,9408.631492063492
6,2,1,8,9087.064120565385,12,6,2019,1,21,0,10,0,3,7,6,12,4,11509.04223414721
4,2,1,5,9087.064120565385,9,6,2019,1,19,0,10,0,3,7,6,12,4,10263.32794117647
4,3,0,5,9087.064120565385,12,6,2019,1,22,35,14,5,2,7,3,12,4,9862.187494047617
3,2,1,8,9087.064120565385,21,5,2019,1,18,10,5,5,3,20,6,12,4,6910.939855519479
11,0,5,8,9087.064120565385,3,3,2019,0,12,35,9,50,0,13,24,12,4,8685.236317460318
3,2,1,8,9087.064120565385,18,5,2019,1,21,0,9,15,3,7,6,12,4,7159.203869065166
6,2,1,5,9087.064120565385,9,5,2019,1,21,0,8,0,3,7,6,12,4,9897.973823412698
4,4,3,8,9087.064120565385,9,3,2019,0,11,50,10,20,1,19,24,12,4,7728.352194985568
0,3,0,8,9087.064120565385,24,3,2019,1,10,40,22,30,2,14,3,12,4,10608.072950757574
3,3,0,8,9087.064120565385,9,6,2019,1,9,50,4,50,2,20,3,12,4,4420.611325036076
1,3,0,8,9087.064120565385,6,5,2019,2,15,5,9,25,2,7,7,3,4,12449.18285714286
6,2,1,8,9087.064120565385,15,6,2019,1,21,0,10,20,3,7,6,12,4,7715.1875972222215
3,2,1,8,9087.064120565385,1,6,2019,1,21,0,10,35,3,7,6,12,4,6472.687575396829
1,3,0,8,9087.064120565385,12,5,2019,2,5,25,9,25,2,7,0,3,4,14162.708666666671
4,2,1,8,9087.064120565385,12,6,2019,2,4,25,18,20,3,1,4,5,4,14334.79018452381
6,2,1,8,9087.064120565385,21,5,2019,1,0,55,17,40,3,20,6,12,4,8284.864700396822
3,2,1,8,9087.064120565385,27,3,2019,1,22,20,8,35,3,20,6,12,4,6268.914242063492
8,3,0,7,9087.064120565385,3,6,2019,0,11,25,9,0,2,5,24,12,4,3857.2846428571424
3,0,2,8,9087.064120565385,27,6,2019,0,13,0,10,10,0,13,24,12,4,3946.6545
1,0,5,8,9087.064120565385,24,3,2019,0,8,55,6,10,0,13,24,12,4,4278.273212301589
4,2,1,8,9087.064120565385,27,3,2019,2,18,50,5,25,3,21,4,5,4,12290.799873015874
4,3,0,5,9087.064120565385,12,6,2019,1,12,0,8,25,2,7,3,12,4,9395.907273809527
4,2,1,5,9087.064120565385,9,3,2019,1,4,25,16,0,3,7,6,12,4,13816.060583333336
4,2,1,5,9087.064120565385,21,5,2019,1,12,35,15,0,3,7,6,12,4,12898.0
1,3,0,8,9087.064120565385,12,6,2019,2,13,45,9,25,2,7,7,3,4,11913.101358516482
4,3,0,8,9087.064120565385,24,5,2019,1,10,55,17,0,2,14,3,12,4,13423.372073593075
6,2,1,8,9087.064120565385,21,3,2019,1,18,50,10,0,3,7,6,12,4,12519.035282584246
1,4,3,8,9087.064120565385,15,5,2019,0,15,25,13,55,1,19,24,12,4,3126.476900793651
1,2,1,8,9087.064120565385,21,3,2019,2,19,15,17,15,3,20,4,5,4,10232.347525793648
4,2,1,5,9087.064120565385,3,6,2019,1,12,35,2,15,3,7,6,12,4,10871.470371392497
4,3,0,5,9087.064120565385,6,6,2019,1,4,40,14,5,2,7,3,12,4,8194.529454725829
4,0,2,8,9087.064120565385,12,4,2019,0,22,50,19,50,0,13,24,12,4,7225.898
8,3,0,7,9087.064120565385,18,5,2019,0,0,40,22,20,2,5,24,12,4,3857.8307460317474
3,0,2,8,9087.064120565385,9,5,2019,0,21,20,18,25,0,13,24,12,4,4830.225583333334
4,0,2,5,9087.064120565385,27,5,2019,0,8,45,6,0,0,13,24,12,4,4077.215702380952
1,2,1,8,9087.064120565385,9,3,2019,2,7,40,5,55,3,4,4,5,4,14457.345103896107
6,2,1,8,9087.064120565385,3,6,2019,1,1,30,14,0,3,7,6,12,4,13146.983090909089
8,1,4,8,9087.064120565385,3,3,2019,0,12,5,9,30,4,8,24,12,4,6855.449510642133
4,0,2,5,9087.064120565385,15,6,2019,0,11,20,8,20,0,13,24,12,4,6272.272553571429
1,2,1,8,9087.064120565385,18,5,2019,1,7,40,20,0,3,7,6,12,4,8374.534839285714
2,0,5,8,9087.064120565385,24,3,2019,0,23,50,20,55,0,13,24,12,4,6072.9921626984105
8,2,1,8,9087.064120565385,3,3,2019,1,13,15,8,45,3,38,6,12,4,8598.870763708512
6,2,1,8,9087.064120565385,12,6,2019,1,19,0,7,30,3,7,6,12,4,11179.964295093801
6,2,1,8,9087.064120565385,15,6,2019,1,21,0,11,40,3,7,6,12,4,7420.375854256854
1,0,2,8,9087.064120565385,12,5,2019,0,23,55,21,5,0,13,24,12,4,5795.280583513709
8,3,0,8,9087.064120565385,1,4,2019,1,18,30,11,15,2,23,3,12,4,9741.627446969695
10,0,2,8,9087.064120565385,24,6,2019,0,14,20,11,30,0,13,24,12,4,4803.568125
1,2,1,8,9087.064120565385,27,5,2019,2,19,15,16,55,3,9,4,5,4,13496.94716776279
3,3,0,8,9087.064120565385,12,6,2019,1,20,5,15,15,2,20,3,12,4,5191.746390873015
3,3,0,8,9087.064120565385,27,6,2019,0,18,5,15,30,2,5,24,12,4,4851.114345238096
3,0,2,8,9087.064120565385,24,6,2019,0,22,50,20,0,0,13,24,12,4,4826.712916666667
3,2,1,8,9087.064120565385,9,3,2019,1,1,35,17,10,3,7,6,12,4,13141.50886345599
4,3,0,5,9087.064120565385,24,3,2019,1,4,45,18,55,2,7,3,12,4,10668.805468253968
1,2,1,8,9087.064120565385,1,6,2019,2,7,40,13,20,3,42,4,5,4,13068.791062380917
4,0,5,8,9087.064120565385,18,3,2019,1,18,25,7,0,0,7,8,12,4,12396.199938311685
1,3,0,8,9087.064120565385,1,5,2019,1,8,55,20,30,2,14,3,12,4,10390.915383658008
6,2,1,8,9087.064120565385,3,6,2019,1,12,35,3,50,3,7,6,12,4,11736.810148809524
3,1,4,8,9087.064120565385,12,6,2019,0,21,55,19,35,4,8,24,12,4,3596.553607142857
4,2,1,8,9087.064120565385,15,6,2019,1,19,0,7,5,3,7,6,12,4,15192.66585622711
10,3,0,8,9087.064120565385,1,5,2019,1,22,40,20,20,2,14,3,12,4,8533.336077200576
8,0,2,8,9087.064120565385,18,4,2019,0,8,35,5,55,0,13,24,12,4,4473.913450396826
0,3,0,8,9087.064120565385,6,5,2019,2,23,30,15,10,2,25,9,3,4,6012.426392413143
4,2,1,5,9087.064120565385,24,6,2019,1,4,25,22,50,3,7,6,12,4,10731.93861904762
6,2,1,8,9087.064120565385,3,3,2019,1,21,0,9,55,3,7,6,12,4,15811.198598124103
1,2,1,8,9087.064120565385,9,6,2019,2,9,25,13,5,3,20,22,5,4,10666.492378968253
3,1,4,8,9087.064120565385,21,3,2019,0,17,5,14,40,4,8,24,12,4,4025.96206060606
6,2,1,8,9087.064120565385,6,3,2019,3,1,35,11,35,3,17,15,4,1,25653.895236291486
10,3,0,8,9087.064120565385,24,5,2019,1,10,45,7,10,2,14,3,12,4,9277.337803571425
1,0,5,8,9087.064120565385,12,3,2019,3,18,5,8,50,0,7,15,8,2,13196.935841450211
8,3,0,8,9087.064120565385,3,4,2019,0,19,40,17,10,2,5,24,12,4,3980.574181818181
6,2,1,8,9087.064120565385,21,5,2019,1,21,0,7,30,3,7,6,12,4,8488.538481601734
4,0,5,8,9087.064120565385,6,3,2019,1,12,20,5,50,0,3,8,12,4,19660.917069444447
2,0,2,8,9087.064120565385,15,5,2019,0,23,40,20,55,0,13,24,12,4,3837.2887040043274
4,0,2,5,9087.064120565385,3,5,2019,0,8,45,6,0,0,13,24,12,4,4467.48718452381
4,0,2,8,9087.064120565385,27,5,2019,0,14,5,11,10,0,13,24,12,4,7227.334375
4,2,1,8,9087.064120565385,27,5,2019,2,4,25,23,5,3,0,4,5,4,15671.441916666665
4,2,1,5,9087.064120565385,21,3,2019,1,4,25,7,5,3,7,6,12,4,8467.55048586136
1,0,2,8,9087.064120565385,27,6,2019,0,8,55,6,10,0,13,24,12,4,7018.7169300144315
8,0,2,7,9087.064120565385,21,4,2019,0,0,5,21,10,0,13,24,12,4,3978.2509543650776
1,3,0,8,9087.064120565385,12,6,2019,2,13,45,10,0,2,14,7,3,4,13687.013541666665
10,3,0,8,9087.064120565385,12,5,2019,1,20,20,7,10,2,14,3,12,4,8735.024220238098
3,0,2,8,9087.064120565385,9,6,2019,0,6,50,4,0,0,13,24,12,4,3991.6464249639253
8,3,0,8,9087.064120565385,12,5,2019,0,11,25,9,0,2,5,24,12,4,4014.7941646825393
3,2,1,8,9087.064120565385,21,3,2019,1,1,35,17,30,3,7,6,12,4,7821.352676587304
3,3,0,8,9087.064120565385,1,5,2019,0,0,5,21,25,2,5,24,12,4,4880.377916666666
3,0,2,8,9087.064120565385,9,5,2019,0,3,25,0,30,0,13,24,12,4,3910.8225975829737
1,3,0,8,9087.064120565385,12,5,2019,1,7,55,9,25,2,7,3,12,4,8411.643928571428
4,2,1,5,9087.064120565385,1,6,2019,1,19,0,18,15,3,7,6,12,4,10266.19835784314
6,2,1,8,9087.064120565385,6,5,2019,1,22,30,14,55,3,20,6,12,4,7479.341387246851
4,0,2,5,9087.064120565385,6,6,2019,0,8,45,6,0,0,13,24,12,4,6836.9298392857145
